# mode ffa
# 8 plies, depth 4, band spread <=250, setup all, seed 1
modern R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-{'enPassant':('i3:i4','','','')}-3,yR,yN,yB,yK,yQ,yB,yN,yR,3/4,yP,yP,yP,yP,yP,1,yP,3/3,yP,5,yP,4/bR,bP,10,gP,gR/bN,bP,10,gP,gN/bB,1,bP,8,gP,1,gB/bQ,bP,9,gP,1,gK/bK,bP,10,gP,gQ/bB,bP,bN,9,gP,gB/1,bP,10,gP,gN/bR,bP,6,rP,3,gP,gR/5,rP,8/3,rP,rP,1,rP,rP,1,rP,rP,3/3,rR,rN,rB,rQ,rK,rB,rN,rR,3
by R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-{'enPassant':('','c10:d10','','l9:k9')}-3,yR,yN,yB,yQ,yK,yB,yN,yR,3/3,yP,yP,yP,1,yP,yP,yP,yP,3/14/bR,1,bP,3,yP,5,gP,gR/bN,2,bP,6,gP,2,gN/bB,bP,8,gP,2,gB/bQ,bP,10,gP,gQ/bK,bP,10,gP,gK/bB,bP,10,gP,gB/bN,bP,10,gP,gN/bR,bP,7,rP,2,gP,gR/10,rP,3/3,rP,rP,rP,rP,rP,rP,5/3,rR,rN,rB,rQ,rK,rB,rN,rR,3
byg R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-2-{'enPassant':('k3:k4','c7:d7','','')}-3,yR,1,yB,yQ,yK,yB,1,yR,3/3,yP,yP,yP,yP,yP,yP,yP,yP,3/5,yN,4,yN,3/bR,bP,10,gP,gR/bN,bP,10,gP,gN/bB,bP,10,gP,gB/bQ,bP,10,gP,gK/bK,2,bP,8,gP,gQ/bB,bP,8,gP,2,gB/1,bP,10,gP,1/bR,bP,bN,5,rP,1,rP,gN,gP,gR/14/3,rP,rP,rP,rP,rP,1,rP,4/3,rR,rN,rB,rQ,rK,rB,rN,rR,3
classic R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-{'enPassant':('k3:k4','','','l7:k7')}-3,yR,yN,yB,yK,yQ,yB,yN,yR,3/3,yP,yP,yP,yP,yP,1,yP,yP,3/14/bR,bP,6,yP,3,gP,gR/bN,bP,10,gP,gN/bB,2,bP,8,gP,gB/bK,bP,10,gP,gQ/bQ,bP,8,gP,2,gK/bB,1,bP,9,gP,gB/bN,bP,9,gP,1,gN/bR,bP,4,rP,3,rP,1,gP,gR/14/3,rP,rP,rP,1,rP,rP,rP,4/3,rR,rN,rB,rQ,rK,rB,rN,rR,3
by R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-{'enPassant':('k3:k4','','','l8:k8')}-3,yR,yN,yB,yQ,yK,yB,1,yR,3/3,yP,yP,yP,yP,yN,yP,yP,yP,3/14/bR,bP,5,yP,4,gP,gR/bN,bP,10,gP,gN/bB,bP,10,gP,gB/bQ,bP,bB,7,gP,2,gQ/bK,1,bP,9,gP,gK/1,bP,9,gP,1,gB/bN,bP,10,gP,gN/bR,bP,8,rP,1,gP,gR/8,rN,5/3,rP,rP,rP,rP,rP,rP,rP,4/3,rR,rN,rB,rQ,rK,rB,1,rR,3
modern R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-1-{'enPassant':('h3:h4','','','')}-3,yR,yN,yB,yK,yQ,yB,1,yR,3/3,yP,yP,yP,yP,yP,yP,yP,4/8,yN,1,yP,3/bR,bP,10,gP,gR/bN,bP,10,gP,gN/bB,bP,10,gP,gB/bQ,bP,10,gP,gK/bK,1,bP,9,gP,gQ/bB,bP,9,gP,1,gB/bN,2,bP,8,gP,1/bR,bP,5,rP,1,rP,1,gN,gP,gR/14/3,rP,rP,rP,rP,1,rP,1,rP,3/3,rR,rN,rB,rQ,rK,rB,rN,rR,3
byg R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-1-{'enPassant':('','','e12:e11','')}-3,yR,yN,yB,yQ,yK,yB,yN,yR,3/3,yP,1,yP,yP,1,yP,yP,yP,3/7,yP,6/bR,bP,2,yP,7,gP,gR/bN,bP,10,gP,gN/bB,2,bP,8,gP,gB/bQ,bP,9,gP,1,gK/bK,bP,10,gP,gQ/bB,bP,9,gN,gP,gB/1,bP,10,gP,1/bR,bP,bN,9,gP,gR/3,rP,rP,9/5,rP,rP,rP,rP,rP,rP,3/3,rR,rN,rB,rQ,rK,rB,rN,rR,3
rg R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-{'enPassant':('','c5:d5','','')}-3,yR,yN,yB,yK,yQ,yB,1,yR,3/3,yP,yP,yP,1,yP,yP,yP,yP,3/6,yP,1,yN,5/bR,bP,10,gP,gR/bN,bP,10,gP,gN/bB,bP,9,gP,1,gB/bK,bP,10,gP,gK/bQ,2,bP,8,gP,gQ/bB,bP,10,gP,gB/bN,2,bP,6,gP,2,gN/bR,bP,10,gP,gR/3,rN,2,rP,7/3,rP,rP,rP,1,rP,rP,rP,rP,3/3,rR,1,rB,rK,rQ,rB,rN,rR,3
classic R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-3,yR,yN,yB,yK,yQ,yB,yN,yR,3/3,yP,1,yP,yP,yP,1,yP,yP,3/8,yP,5/bR,bP,2,yP,6,gP,1,gR/1,bP,10,gP,gN/bB,bP,bN,9,gP,gB/bK,bP,10,gP,gQ/bQ,bP,10,gP,gK/bB,bP,9,gP,1,gB/bN,1,bP,9,gP,gN/bR,bP,6,rP,3,gP,gR/8,rN,5/3,rP,rP,rP,rP,rP,1,rP,rP,3/3,rR,rN,rB,rQ,rK,rB,1,rR,3
modern R-0,0,0,0-1,1,1,1-0,1,1,1-0,0,0,0-0-3,yR,yN,yB,yK,yQ,yB,yN,yR,3/4,yP,yP,yP,yP,1,yP,yP,3/3,yP,4,yP,5/bR,bP,10,gP,gR/bN,bP,10,gP,gN/bB,bP,10,gP,gB/bQ,1,bP,9,gP,gK/bK,1,bP,9,gP,gQ/bB,bP,9,gP,1,gB/bN,bP,10,gP,gN/bR,bP,1,rP,6,gP,2,gR/3,rR,10/4,rP,rP,rP,rP,rP,rP,rP,3/4,rN,rB,rQ,rK,rB,rN,rR,3
modern R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-2-{'enPassant':('','c6:d6','','')}-3,yR,yN,yB,yK,yQ,yB,1,yR,3/3,yP,yP,yP,1,yP,yP,yP,yP,3/8,yN,5/bR,bP,bN,3,yP,5,gP,gR/1,bP,10,gP,gN/bB,bP,10,gP,gB/bQ,bP,10,gP,gK/bK,bP,10,gP,gQ/bB,2,bP,7,gP,1,gB/bN,bP,10,gP,1/bR,bP,9,gN,gP,gR/9,rP,rB,3/3,rP,rP,rP,rP,rP,rP,1,rP,3/3,rR,rN,rB,rQ,rK,1,rN,rR,3
by R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-{'enPassant':('','','k12:k11','')}-3,yR,yN,yB,yQ,yK,yB,yN,yR,3/3,yP,yP,yP,yP,yP,1,yP,4/8,yP,5/bR,bP,8,yP,1,gP,gR/1,bP,2,bN,7,gP,gN/bB,bP,8,gP,2,gB/bQ,bP,9,gP,1,gQ/bK,bP,10,gP,gK/bB,bP,10,gP,gB/bN,bP,10,gP,gN/bR,bP,8,rN,1,gP,gR/14/3,rP,rP,rP,rP,rP,rP,rP,rP,3/3,rR,rN,rB,rQ,rK,rB,1,rR,3
byg R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-{'enPassant':('','c10:d10','','')}-3,yR,yN,yB,yQ,yK,yB,yN,yR,3/3,yP,yP,yP,yP,yP,yP,1,yP,3/14/bR,bP,7,yP,2,gP,gR/bN,2,bP,8,gP,gN/bB,bP,9,gP,1,gB/bQ,bP,10,gP,gK/bK,bP,10,gP,gQ/bB,bP,9,gP,1,gB/bN,bP,10,gP,gN/bR,1,bP,9,gP,gR/3,rP,rP,9/5,rP,rP,rP,rP,rP,rP,3/3,rR,rN,rB,rQ,rK,rB,rN,rR,3
modern R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-3,yR,yN,yB,yK,yQ,yB,yN,yR,3/3,yP,yP,yP,yP,2,yP,yP,3/7,yP,yP,5/bR,bP,bN,8,gP,1,gR/1,bP,10,gP,gN/bB,bP,10,gP,gB/bQ,bP,9,gP,1,gK/bK,bP,10,gP,gQ/bB,bP,10,gP,gB/bN,1,bP,9,gP,gN/bR,bP,2,rP,7,gP,gR/9,rP,4/3,rP,1,rP,rP,rP,rP,1,rP,3/3,rR,rN,rB,rQ,rK,rB,rN,rR,3
by R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-3,yR,1,yB,yQ,yK,yB,yN,yR,3/3,yP,yP,yP,yP,yP,yP,yP,yP,3/14/bR,bP,10,gP,gR/1,bP,4,yN,5,gP,gN/bB,bP,bN,9,gP,gB/bQ,bP,10,gP,gQ/bK,1,bP,8,gP,1,gK/bB,bP,9,gP,1,gB/bN,bP,10,gP,gN/bR,bP,10,gP,gR/4,rP,4,rP,4/3,rP,1,rP,rP,rP,rP,1,rP,3/3,rR,rN,rB,rQ,rK,rB,rN,rR,3
byg R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-1-{'enPassant':('','c11:d11','','')}-3,yR,yN,yB,yQ,yK,yB,yN,yR,3/4,yP,yP,yP,1,yP,yP,yP,3/3,yP,3,yP,6/bR,2,bP,7,gN,gP,gR/bN,bP,10,gP,1/bB,2,bP,8,gP,gB/bQ,bP,9,gP,1,gK/bK,bP,10,gP,gQ/bB,bP,10,gP,gB/bN,bP,8,rP,1,gP,gN/bR,bP,10,gP,gR/14/3,rP,rP,rP,rP,rP,rP,rP,4/3,rR,rN,rB,rQ,rK,rB,rN,rR,3
classic R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-{'enPassant':('j3:j4','','','l4:k4')}-3,yR,yN,yB,yK,yQ,yB,yN,yR,3/4,yP,yP,yP,yP,yP,yP,yP,3/14/bR,1,bP,yP,8,gP,gR/bN,bP,10,gP,gN/bB,bP,10,gP,gB/bK,bP,10,gP,gQ/bQ,bP,9,gP,1,gK/bB,bP,bN,9,gP,gB/1,bP,10,gP,gN/bR,bP,7,rP,gP,2,gR/10,rP,3/3,rP,rP,rP,rP,rP,rP,5/3,rR,rN,rB,rQ,rK,rB,rN,rR,3
modern R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-{'enPassant':('','c6:d6','','')}-3,yR,1,yB,yK,yQ,yB,yN,yR,3/3,yP,yP,yP,yP,yP,yP,yP,yP,3/14/bR,bP,5,yN,4,gP,gR/bN,bP,10,gP,1/bB,bP,9,gN,gP,gB/bQ,bP,9,gP,1,gK/bK,bP,10,gP,gQ/bB,2,bP,8,gP,gB/bN,bP,10,gP,gN/bR,1,bP,7,rP,1,gP,gR/8,rN,5/3,rP,rP,rP,rP,rP,rP,rP,4/3,rR,rN,rB,rQ,rK,rB,1,rR,3
by R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-{'enPassant':('','c8:d8','','')}-3,yR,yN,yB,yQ,yK,yB,yN,yR,3/3,yP,1,yP,yP,yP,yP,yP,4/4,yP,9/bR,2,bP,6,yP,gP,1,gR/bN,bP,10,gP,gN/bB,bP,9,gP,1,gB/bQ,2,bP,8,gP,gQ/bK,bP,10,gP,gK/bB,bP,10,gP,gB/bN,bP,10,gP,gN/bR,bP,10,gP,gR/6,rP,1,rN,5/3,rP,rP,rP,1,rP,rP,rP,rP,3/3,rR,rN,rB,rQ,rK,rB,1,rR,3
rg R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-1-{'enPassant':('','','d12:d11','')}-3,yR,yN,yB,yK,yQ,yB,yN,yR,3/4,yP,yP,1,yP,yP,yP,yP,3/14/bR,bP,1,yP,2,yP,5,gP,gR/bN,1,bP,9,gP,gN/bB,bP,9,gP,1,gB/bK,bP,10,gP,gK/bQ,bP,10,gP,gQ/bB,1,bP,9,gP,gB/bN,bP,10,gP,1/bR,bP,8,rN,gN,gP,gR/14/3,rP,rP,rP,rP,rP,rP,rP,rP,3/3,rR,rN,rB,rK,rQ,rB,1,rR,3
classic R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-{'enPassant':('k3:k4','','','l7:k7')}-3,yR,yN,yB,yK,yQ,yB,1,yR,3/4,yP,yP,yP,yP,yP,yP,yP,3/10,yN,3/bR,bP,bN,yP,8,gP,gR/1,bP,10,gP,gN/bB,bP,10,gP,gB/bK,bP,10,gP,gQ/bQ,bP,8,gP,2,gK/bB,1,bP,8,gP,1,gB/bN,bP,10,gP,gN/bR,bP,8,rP,1,gP,gR/6,rP,7/3,rP,rP,rP,1,rP,rP,rP,4/3,rR,rN,rB,rQ,rK,rB,rN,rR,3
modern R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-2-{'enPassant':('k3:k4','','','')}-3,yR,yN,yB,yK,1,yB,yN,yR,3/3,yP,yP,yP,yP,yP,1,yP,yP,3/14/bR,2,bP,4,yP,1,yQ,1,gP,gR/bN,1,bP,9,gP,gN/bB,bP,10,gP,gB/bQ,bP,10,gP,gK/bK,bP,10,gP,gQ/bB,bP,10,gP,1/bN,bP,8,gP,2,gN/bR,bP,3,rP,4,rP,gB,gP,gR/14/3,rP,rP,1,rP,rP,rP,rP,4/3,rR,rN,rB,rQ,rK,rB,rN,rR,3
byg R-0,0,0,0-1,0,1,1-1,1,1,1-0,0,0,0-0-{'enPassant':('h3:h4','','','l8:k8')}-3,yR,yN,yB,yQ,yK,yB,1,yR,3/3,yP,yP,yP,yP,yP,1,yP,yP,3/8,yP,1,yN,3/bR,bP,10,gP,gR/bN,bP,10,gP,gN/bB,bP,10,gP,gB/bQ,bP,8,gP,2,gK/bK,bP,8,gP,2,gQ/bB,bP,10,gP,gB/bN,bP,10,gP,gN/1,bR,bP,4,rP,4,gP,gR/8,rN,5/3,rP,rP,rP,rP,1,rP,rP,rP,3/3,rR,rN,rB,rQ,rK,rB,1,rR,3
rg R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-{'enPassant':('','c8:d8','d12:d11','')}-3,yR,yN,yB,yK,yQ,yB,yN,yR,3/5,yP,yP,yP,yP,yP,yP,3/14/bR,1,bP,yP,yP,7,gP,gR/bN,bP,10,gP,gN/bB,bP,10,gP,gB/bK,2,bP,8,gP,gK/bQ,bP,8,gP,2,gQ/bB,bP,10,gP,gB/bN,bP,9,gP,1,gN/bR,bP,10,gP,gR/5,rN,4,rP,3/3,rP,rP,rP,rP,rP,rP,rP,4/3,rR,1,rB,rK,rQ,rB,rN,rR,3
classic R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-{'enPassant':('e3:e4','','','')}-3,yR,yN,yB,yK,yQ,yB,yN,yR,3/3,yP,1,yP,yP,yP,1,yP,yP,3/4,yP,3,yP,5/bR,bP,10,gP,gR/1,bP,10,gP,gN/bB,bP,bN,8,gP,1,gB/bK,bP,8,gP,2,gQ/bQ,bP,10,gP,gK/bB,bP,10,gP,gB/bN,1,bP,9,gP,gN/bR,bP,2,rP,5,rP,1,gP,gR/14/3,rP,1,rP,rP,rP,rP,rP,4/3,rR,rN,rB,rQ,rK,rB,rN,rR,3
modern R-0,0,0,0-1,1,1,0-1,1,1,1-0,0,0,0-1-{'enPassant':('','','e12:e11','')}-3,yR,yN,yB,yK,yQ,yB,yN,yR,3/3,yP,1,yP,yP,yP,yP,1,yP,3/14/bR,bP,2,yP,4,yP,gP,1,gR,1/bN,2,bP,8,gP,gN/bB,bP,10,gP,gB/bQ,bP,10,gP,gK/bK,bP,10,gP,gQ/bB,1,bP,9,gP,gB/bN,bP,10,gP,gN/bR,bP,10,gP,gR/3,rP,3,rP,6/4,rP,rP,rP,1,rP,rP,rP,3/3,rR,rN,rB,rQ,rK,rB,rN,rR,3
modern R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-{'enPassant':('','','','l6:k6')}-3,yR,yN,yB,yK,yQ,yB,yN,yR,3/3,yP,yP,yP,yP,yP,1,yP,yP,3/14/bR,bP,10,gP,gR/bN,bP,6,yP,2,gP,1,gN/bB,bP,10,gP,gB/bQ,bP,10,gP,gK/bK,bP,10,gP,gQ/bB,bP,8,gP,2,gB/bN,3,bP,7,gP,gN/bR,bP,10,gP,gR/3,rN,6,rP,3/3,rP,rP,rP,rP,rP,rP,rP,4/3,rR,1,rB,rQ,rK,rB,rN,rR,3
by R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-{'enPassant':('g3:g4','','','')}-3,yR,yN,yB,yQ,yK,yB,yN,yR,3/3,yP,yP,1,yP,yP,yP,yP,4/5,yP,8/bR,bP,bN,7,yP,gP,1,gR/1,bP,10,gP,gN/bB,bP,10,gP,gB/bQ,bP,8,gP,2,gQ/bK,bP,10,gP,gK/bB,1,bP,9,gP,gB/bN,bP,10,gP,gN/bR,bP,4,rP,5,gP,gR/5,rN,8/3,rP,rP,rP,1,rP,rP,rP,rP,3/3,rR,1,rB,rQ,rK,rB,rN,rR,3
rg R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-{'enPassant':('','','g12:g11','')}-3,yR,yN,yB,yK,yQ,yB,yN,yR,3/3,yP,yP,2,yP,yP,yP,yP,3/14/bR,bP,3,yP,yP,5,gP,gR/bN,bP,10,gP,gN/bB,bP,10,gP,gB/bK,bP,bB,8,gP,1,gK/bQ,2,bP,8,gP,gQ/1,bP,9,gP,1,gB/bN,bP,10,gP,gN/bR,bP,10,gP,gR/8,rP,1,rN,3/3,rP,rP,rP,rP,rP,1,rP,rP,3/3,rR,rN,rB,rK,rQ,rB,1,rR,3
classic R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-3,yR,yN,yB,yK,yQ,yB,yN,yR,3/4,yP,1,yP,yP,yP,yP,yP,3/3,yP,1,yP,8/bR,2,bP,8,gP,gR/bN,bP,10,gP,gN/bB,bP,10,gP,gB/bK,bP,10,gP,gQ/bQ,1,bP,9,gP,gK/bB,bP,9,gP,1,gB/bN,bP,8,gP,2,gN/bR,bP,10,gP,gR/5,rN,2,rN,5/3,rP,rP,rP,rP,rP,rP,rP,rP,3/3,rR,1,rB,rQ,rK,rB,1,rR,3
by R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-1-{'enPassant':('','c9:d9','','')}-3,yR,yN,yB,yQ,yK,yB,yN,yR,3/3,yP,yP,1,yP,yP,yP,yP,4/5,yP,4,yP,3/bR,bP,9,gB,gP,gR/bN,2,bP,7,gP,1,gN/bB,2,bP,8,gP,1/bQ,bP,10,gP,gQ/bK,bP,10,gP,gK/bB,bP,10,gP,gB/bN,bP,10,gP,gN/bR,bP,6,rP,3,gP,gR/14/3,rP,rP,rP,rP,rP,1,rP,rP,3/3,rR,rN,rB,rQ,rK,rB,rN,rR,3
byg R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-{'enPassant':('h3:h4','','i12:i11','')}-3,yR,1,yB,yQ,yK,yB,yN,yR,3/3,yP,yP,yP,yP,yP,1,yP,yP,3/5,yN,8/bR,2,bP,4,yP,1,gP,2,gR/bN,1,bP,9,gP,gN/bB,bP,10,gP,gB/bQ,bP,9,gP,1,gK/bK,bP,10,gP,gQ/bB,bP,10,gP,gB/bN,bP,10,gP,gN/bR,bP,5,rP,4,gP,gR/3,rN,10/3,rP,rP,rP,rP,1,rP,rP,rP,3/3,rR,1,rB,rQ,rK,rB,rN,rR,3
rg R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-1-{'enPassant':('h3:h4','','','')}-3,yR,yN,yB,yK,yQ,yB,yN,yR,3/3,yP,yP,yP,yP,yP,1,yP,4/10,yP,3/bR,bP,6,yP,3,gP,gR/bN,2,bP,8,gP,gN/bB,bP,10,gP,gB/bK,bP,10,gP,gK/bQ,bP,10,gP,1/bB,bP,8,gP,1,gQ,gB/bN,1,bP,9,gP,gN/bR,bP,1,rP,3,rP,4,gP,gR/14/4,rP,rP,rP,1,rP,rP,rP,3/3,rR,rN,rB,rK,rQ,rB,rN,rR,3
modern R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-{'enPassant':('k3:k4','','','')}-3,yR,yN,yB,yK,yQ,yB,yN,yR,3/3,yP,yP,yP,2,yP,yP,yP,3/6,yP,yP,6/bR,bP,10,gP,gR/bN,bP,10,gP,gN/bB,bP,10,gP,gB/bQ,bP,10,gP,gK/bK,bP,9,gP,1,gQ/bB,1,bP,9,gP,gB/1,bP,8,gP,2,gN/bR,bP,bN,7,rP,1,gP,gR/6,rP,7/3,rP,rP,rP,1,rP,rP,rP,4/3,rR,rN,rB,rQ,rK,rB,rN,rR,3
by R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-1-{'enPassant':('','','d12:d11','')}-3,yR,yN,yB,yQ,yK,yB,yN,yR,3/4,yP,1,yP,yP,yP,yP,yP,3/5,yP,8/bR,bP,1,yP,8,gP,gR/bN,1,bP,9,gP,gN/bB,bP,10,gP,gB/bQ,bP,10,gP,gQ/bK,bP,7,gN,2,gP,gK/bB,bP,10,gP,gB/bN,bP,10,gP,1/bR,2,bP,8,gP,gR/3,rP,5,rP,4/4,rP,rP,rP,rP,rP,1,rP,3/3,rR,rN,rB,rQ,rK,rB,rN,rR,3
byg R-0,0,0,0-1,1,1,0-1,1,1,1-0,0,0,0-1-{'enPassant':('','c7:d7','','')}-3,yR,yN,yB,yQ,yK,yB,yN,yR,3/3,yP,yP,1,yP,yP,yP,1,yP,3/9,yP,4/bR,bP,3,yP,4,gP,1,gR,1/bN,2,bP,8,gP,gN/bB,bP,10,gP,gB/bQ,bP,10,gP,gK/bK,2,bP,8,gP,gQ/bB,bP,10,gP,gB/bN,bP,10,gP,gN/bR,bP,10,gP,gR/8,rN,1,rP,3/3,rP,rP,rP,rP,rP,rP,rP,4/3,rR,rN,rB,rQ,rK,rB,1,rR,3
rg R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-2-3,yR,yN,yB,yK,1,yB,yN,yR,3/3,yP,yP,yP,yP,yP,yQ,yP,yP,3/8,yP,5/bR,bP,8,gP,2,gR/bN,2,bP,8,gP,gN/bB,bP,10,gP,gB/bK,bP,10,gP,gK/bQ,bP,10,gP,gQ/bB,1,bP,9,gP,gB/bN,bP,10,gP,1/bR,bP,4,rP,4,gN,gP,gR/5,rN,8/3,rP,rP,rP,1,rP,rP,rP,rP,3/3,rR,1,rB,rK,rQ,rB,rN,rR,3
modern R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-3,yR,yN,yB,yK,yQ,yB,yN,yR,3/3,yP,1,yP,1,yP,yP,yP,yP,3/6,yP,7/bR,bP,2,yP,5,gP,2,gR/bN,bP,10,gP,gN/bB,bP,10,gP,gB/bQ,bP,9,gP,1,gK/bK,bP,10,gP,gQ/bB,bP,10,gP,gB/bN,1,bP,9,gP,gN/bR,1,bP,9,gP,gR/7,rP,rN,5/3,rP,rP,rP,rP,1,rP,rP,rP,3/3,rR,rN,rB,rQ,rK,rB,1,rR,3
by R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-{'enPassant':('i3:i4','','','')}-3,yR,yN,yB,yQ,yK,yB,yN,yR,3/4,yP,yP,1,yP,yP,yP,yP,3/3,yP,2,yP,7/bR,bP,8,gP,2,gR/bN,bP,9,gP,1,gN/bB,bP,10,gP,gB/bQ,bP,10,gP,gQ/bK,bP,10,gP,gK/bB,bP,10,gP,gB/bN,bP,10,gP,gN/bR,bP,6,rP,3,gP,gR/3,rP,10/4,rP,rP,rP,rP,1,rP,rP,3/3,rR,rN,rB,rQ,rK,rB,rN,rR,3
byg R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-3,yR,yN,yB,yQ,yK,yB,yN,yR,3/3,yP,yP,1,yP,yP,yP,yP,4/5,yP,4,yP,3/bR,bP,bN,9,gP,gR/1,bP,10,gP,gN/bB,bP,9,gP,1,gB/bQ,bP,10,gP,gK/bK,bP,10,gP,gQ/bB,bP,9,gP,1,gB/bN,bP,10,gP,gN/bR,1,bP,7,rP,1,gP,gR/8,rN,5/3,rP,rP,rP,rP,rP,rP,rP,4/3,rR,rN,rB,rQ,rK,rB,1,rR,3
rg R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-3-{'enPassant':('d3:d4','','','')}-3,yR,yN,1,yK,yQ,yB,yN,yR,3/3,yP,yP,yP,1,yP,yP,yP,yP,3/6,yP,7/bR,bP,6,yB,3,gP,gR/2,bP,9,gP,gN/bB,bP,bN,8,gQ,gP,gB/bK,bP,8,gP,2,gK/bQ,bP,10,gP,1/bB,bP,10,gP,gB/bN,bP,10,gP,gN/bR,bP,1,rP,8,gP,gR/5,rN,8/4,rP,rP,rP,rP,rP,rP,rP,3/3,rR,1,rB,rK,rQ,rB,rN,rR,3
modern R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-{'enPassant':('f3:f4','','g12:g11','')}-3,yR,yN,yB,yK,yQ,yB,yN,yR,3/4,yP,yP,1,yP,yP,yP,yP,3/3,yP,10/bR,bP,4,yP,5,gP,gR/1,bP,10,gP,gN/bB,bP,1,bN,8,gP,gB/bQ,bP,9,gP,1,gK/bK,bP,8,gP,2,gQ/bB,bP,10,gP,gB/bN,bP,10,gP,gN/bR,bP,3,rP,rP,5,gP,gR/14/3,rP,rP,2,rP,rP,rP,rP,3/3,rR,rN,rB,rQ,rK,rB,rN,rR,3
by R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-{'enPassant':('f3:f4','','j12:j11','l11:k11')}-3,yR,yN,yB,yQ,yK,yB,yN,yR,3/3,yP,yP,yP,yP,yP,2,yP,3/14/bR,bP,6,yP,yP,gP,2,gR/bN,bP,8,gP,2,gN/bB,bP,10,gP,gB/bQ,bP,10,gP,gQ/bK,bB,1,bP,8,gP,gK/1,bP,10,gP,gB/bN,bP,10,gP,gN/bR,bP,1,rP,1,rP,6,gP,gR/14/4,rP,1,rP,rP,rP,rP,rP,3/3,rR,rN,rB,rQ,rK,rB,rN,rR,3
byg R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-{'enPassant':('i3:i4','','h12:h11','')}-3,yR,yN,yB,yQ,yK,yB,yN,yR,3/3,yP,yP,yP,yP,1,yP,yP,4/14/bR,bP,5,yP,2,yP,1,gP,gR/bN,1,bP,9,gP,gN/bB,bP,10,gP,gB/bQ,bP,9,gP,1,gK/bK,bP,10,gP,gQ/bB,bP,10,gP,gB/1,bP,10,gP,1/bR,bP,bN,5,rP,2,gN,gP,gR/4,rP,9/3,rP,1,rP,rP,rP,1,rP,rP,3/3,rR,rN,rB,rQ,rK,rB,rN,rR,3
rg R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-2-{'enPassant':('','c4:d4','','')}-3,yR,1,yB,yK,yQ,yB,yN,yR,3/3,yP,yP,yP,yP,yP,1,yP,yP,3/5,yN,2,yP,5/bR,bP,10,gP,gR/bN,1,bP,9,gP,1/bB,bP,9,gN,gP,gB/bK,bP,10,gP,gK/bQ,bP,10,gP,gQ/bB,bP,10,gP,gB/bN,bP,10,gP,gN/bR,2,bP,6,rP,gP,1,gR/3,rN,10/3,rP,rP,rP,rP,rP,rP,rP,4/3,rR,1,rB,rK,rQ,rB,rN,rR,3
